,danceability,energy,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_name,release_date,song_name,song_name_formatted
3922,0.552,0.607,8,0.0527,0.0308,1.44e-05,0.0985,0.428,100.082,198893,4,Cardi B,2019-02-22,breathin,['']
3923,0.781,0.738,11,0.0466,0.0369,3.69e-05,0.496,0.603,125.006,186720,4,Cardi B,2019-02-22,Play,['play']
3924,0.462,0.921,10,0.0984,0.0481,0.00515,0.132,0.171,169.995,198427,4,Cardi B,2019-02-22,Ice Cold,['ice-cold']
3925,0.838,0.746,11,0.206,0.164,3.81e-06,0.0695,0.629,96.001,213173,4,Cardi B,2019-02-22,Taki Taki,['']
3926,0.811,0.724,11,0.22,0.12,0.0,0.0809,0.636,118.089,185067,4,Cardi B,2019-02-22,Jennie,['jennie']
3927,0.763,0.437,7,0.0436,0.0434,0.0103,0.348,0.144,92.037,277933,4,Cardi B,2019-02-22,BIG LOVE,['big-love']
3928,0.827,0.679,1,0.0876,0.197,0.00177,0.0309,0.803,106.008,172920,4,Cardi B,2019-02-22,Me Gusta,['me-gusta']
3929,0.786,0.646,2,0.124,0.0637,0.0,0.0626,0.19,125.991,160347,4,Cardi B,2019-02-22,Freed From Desire,['freed-from-desire']
3930,0.788,0.698,11,0.086,0.135,0.0,0.0751,0.934,90.979,164053,4,Cardi B,2019-02-22,Imposible,['']
3931,0.555,0.864,11,0.0419,0.000255,3.85e-06,0.781,0.49,131.974,187667,4,Cardi B,2019-02-22,Maniac,['maniac']
3932,0.753,0.896,7,0.0672,0.00474,0.539,0.0468,0.543,124.982,234240,4,Cardi B,2019-02-22,Lick Shot,['lick-shot']
3933,0.699,0.77,8,0.0421,0.00678,0.00022,0.0736,0.267,124.028,190213,4,Cardi B,2019-02-22,First Time,['first-time']
3934,0.644,0.978,4,0.11,0.0268,0.0795,0.15,0.598,124.005,169760,4,Cardi B,2019-02-22,Make Your Move,['make-your-move']
3935,0.597,0.823,4,0.0457,0.378,0.0,0.185,0.529,138.044,202707,4,Cardi B,2019-02-22,Grip,['grip']
3936,0.644,0.821,2,0.0383,0.0152,0.0,0.065,0.601,111.003,188187,4,Cardi B,2019-02-22,Oh Hello,['oh-hello']
3937,0.628,0.57,7,0.0656,0.00152,3.1e-06,0.1,0.732,165.991,196587,4,Cardi B,2019-02-22,Sucker Punch,['sucker-punch']
3938,0.731,0.666,6,0.181,0.243,0.0,0.0846,0.581,104.87,227107,4,Cardi B,2019-02-22,Kalinka,['']
3939,0.639,0.725,7,0.0911,0.387,0.0,0.179,0.605,76.927,191160,4,Cardi B,2019-02-22,Cowboy,['cowboy']
3940,0.392,0.686,0,0.0654,0.0103,0.00368,0.549,0.581,146.255,191840,4,Cardi B,2019-02-22,Emotion,['emotion']
3941,0.786,0.44,2,0.0628,0.457,2.1e-06,0.0943,0.53,133.947,183947,4,Cardi B,2019-02-22,None Of My Business,['none-of-my-business']
3942,0.66,0.735,6,0.242,0.153,0.0,0.313,0.436,92.027,205840,4,Cardi B,2019-02-22,Tausend Tattoos,['tattoos']
3943,0.822,0.701,2,0.0466,0.0736,5.74e-05,0.176,0.496,119.966,206667,4,Cardi B,2019-02-22,Closer To The Sun,['closer-to-the-sun']
3944,0.417,0.497,1,0.0415,0.471,0.0393,0.163,0.13,132.033,236920,4,Cardi B,2019-02-22,Bungee Jumping,['bungee-jumping']
3945,0.702,0.757,7,0.232,0.0767,0.0,0.286,0.443,107.171,202000,4,Cardi B,2019-02-22,Lost In Japan,['lost-in-japan']
3946,0.629,0.913,11,0.147,0.0368,0.15,0.811,0.169,128.029,167547,4,Cardi B,2019-02-22,Blind,['blind']
3947,0.538,0.755,11,0.0507,0.000187,0.00968,0.388,0.116,128.047,184427,4,Cardi B,2019-02-22,Magical,['magical']
3948,0.577,0.945,1,0.0572,0.00206,0.0854,0.352,0.56,127.93,170360,4,Cardi B,2019-02-22,Samba De Rio,['samba-de-rio']
3949,0.799,0.693,8,0.1,0.0585,0.0,0.0833,0.447,122.042,193893,4,Cardi B,2019-02-22,I Begin To Wonder,['i-begin-to-wonder']
3950,0.884,0.559,0,0.12,0.0236,0.0,0.101,0.342,97.994,232960,4,Cardi B,2019-02-22,Taste,['taste']
3951,0.862,0.594,8,0.194,0.0588,0.0,0.0894,0.541,98.048,229760,4,Cardi B,2019-02-22,ZEZE,['']
3952,0.728,0.624,8,0.043,0.024,0.0222,0.0793,0.467,96.777,235547,4,Cardi B,2019-02-22,All The Stars,['all-the-stars']
3953,0.762,0.694,5,0.111,0.0208,0.0,0.25,0.49,147.217,193173,4,Cardi B,2019-02-22,No Stylist,['no-stylist']
3954,0.834,0.785,0,0.17,0.272,0.0,0.126,0.199,141.879,192440,4,Cardi B,2019-02-22,KOD,['']
3955,0.853,0.568,5,0.115,0.0568,0.045,0.101,0.317,80.001,206040,4,Cardi B,2019-02-22,Praise The Lord (Da Shine),['praise-the-lord']
3956,0.91,0.643,8,0.433,0.364,1.67e-05,0.101,0.73,139.951,213747,4,Cardi B,2019-02-22,Gun Lean,['gun-lean']
3957,0.759,0.688,10,0.135,0.437,0.0,0.0573,0.624,100.004,212360,4,Cardi B,2019-02-22,079ME,['']
3958,0.577,0.478,6,0.171,0.351,0.0,0.197,0.231,83.924,242200,4,Cardi B,2019-02-22,Lucid Dreams,['lucid-dreams']
3959,0.676,0.567,10,0.0387,0.334,0.0,0.136,0.4,145.009,231267,4,Cardi B,2019-02-22,Better Now,['better-now']
3960,0.63,0.603,11,0.175,0.348,0.0,0.0983,0.723,95.075,249093,4,Cardi B,2019-02-22,Oh My,['oh-my']
3961,0.631,0.626,1,0.215,0.0334,0.00245,0.0835,0.473,139.729,212533,5,Cardi B,2019-02-22,Ay Caramba,['']
3962,0.854,0.658,1,0.0464,0.216,0.0,0.13,0.736,105.965,201267,4,Cardi B,2019-02-22,Best Life,['best-life']
3963,0.538,0.593,1,0.298,0.105,0.0,0.0364,0.526,122.895,217880,3,Cardi B,2019-02-22,Bestie,['']
3964,0.74,0.749,7,0.0787,0.215,0.0715,0.0761,0.316,142.466,191400,4,Cardi B,2019-02-22,Homerton B,['b']
3965,0.898,0.747,6,0.272,0.292,3.17e-05,0.101,0.435,97.07,192600,4,Cardi B,2019-02-22,Chun-Li,['']
3966,0.783,0.582,8,0.208,0.134,0.0,0.109,0.814,133.086,216627,4,Cardi B,2019-02-22,Freaky Friday,['freaky-friday']
3967,0.872,0.523,11,0.168,0.22,0.0,0.108,0.176,95.01,176227,4,Cardi B,2019-02-22,Plug Walk,['plug-walk']
3968,0.663,0.716,1,0.111,0.327,0.0,0.189,0.457,147.996,206760,4,Cardi B,2019-02-22,Let You Down,['let-you-down']
3969,0.72,0.663,2,0.134,0.0697,7.26e-05,0.117,0.159,100.495,211427,4,Cardi B,2019-02-22,Pray For Me,['pray-for-me']
3970,0.579,0.579,11,0.394,0.387,0.0,0.17,0.842,104.757,181413,4,Cardi B,2019-02-22,Did You See,['did-you-see']
3971,0.631,0.685,7,0.308,0.0155,0.0,0.12,0.872,130.477,213680,5,Cardi B,2019-02-22,What I Wanna,['what-i-wanna']
3972,0.805,0.679,10,0.0416,0.156,0.0,0.0939,0.747,110.015,212987,4,Cardi B,2019-02-22,Bad Vibe,['bad-vibe']
3973,0.832,0.709,4,0.123,0.0587,2.32e-06,0.0929,0.541,107.989,216653,4,Cardi B,2019-02-22,Finders Keepers - Radio Edit,['finders-keepers-radio-edit']
3974,0.772,0.736,10,0.146,0.0512,0.0,0.0714,0.631,105.954,205413,4,Cardi B,2019-02-22,Shot & Wine,['shot-wine']
3975,0.678,0.919,5,0.0541,0.148,0.0,0.056,0.526,115.922,189173,4,Cardi B,2019-02-22,Decline,['decline']
3976,0.451,0.453,7,0.269,0.179,0.0,0.067,0.773,68.662,201827,5,Cardi B,2019-02-22,Barking,['barking']
3977,0.646,0.798,1,0.304,0.133,0.0,0.143,0.961,103.968,185000,4,Cardi B,2019-02-22,CRB Check,['check']
3978,0.639,0.589,10,0.176,0.359,0.0,0.094,0.579,97.738,185893,4,Cardi B,2019-02-22,Will Smith,['will-smith']
3979,0.902,0.868,0,0.242,0.114,3.91e-05,0.108,0.616,135.046,187000,4,Cardi B,2019-02-22,Man's Not Hot,['not-hot']
3980,0.764,0.444,8,0.451,0.169,0.0,0.11,0.727,67.958,195853,5,Cardi B,2019-02-22,Ain't Bothered,['bothered']
3981,0.731,0.786,6,0.0486,0.0535,0.000316,0.295,0.392,104.992,209507,4,Cardi B,2019-02-22,Vibranium,['']
3982,0.643,0.631,5,0.172,0.544,5.84e-06,0.0891,0.731,164.012,257333,4,Cardi B,2019-02-22,Bebey,['']
3983,0.62,0.54,10,0.256,0.196,0.0,0.0734,0.776,105.092,223707,4,Cardi B,2019-02-22,Tell Me,['tell-me']
3984,0.631,0.525,2,0.0487,0.116,0.0,0.34,0.115,129.894,208173,4,Cardi B,2019-02-22,Shooters,['shooters']
3985,0.769,0.857,7,0.158,0.121,0.0211,0.104,0.488,190.045,151547,4,Cardi B,2019-02-22,Twerk,['']
3986,0.685,0.618,4,0.365,0.0773,0.0,0.106,0.226,146.899,174227,4,Cardi B,2019-02-22,Switch Sides,['switch-sides']
3987,0.794,0.598,7,0.193,0.045,0.0,0.194,0.31,80.043,202760,4,Cardi B,2019-02-22,So Fine,['so-fine']
3988,0.557,0.637,7,0.189,0.147,0.0,0.113,0.505,79.132,191693,4,Cardi B,2019-02-22,Mama,['mama']
3989,0.696,0.622,7,0.176,0.679,0.0,0.107,0.334,91.919,250453,4,Cardi B,2019-02-22,Blue Lights,['blue-lights']
3990,0.512,0.847,6,0.394,0.0344,0.0,0.0812,0.63,173.931,239467,5,Cardi B,2019-02-22,Big For Your Boots,['big-for-your-boots']
3991,0.527,0.487,11,0.222,0.166,0.0,0.0718,0.807,130.039,207160,5,Cardi B,2019-02-22,Rihanna,['']
3992,0.935,0.625,1,0.111,0.00743,0.0,0.038,0.39,134.029,218507,4,Cardi B,2019-02-22,Way Too Much,['way-too-much']
3993,0.652,0.745,1,0.308,0.0862,0.0,0.158,0.45,134.966,218467,4,Cardi B,2019-02-22,We Don't Play,['we-play']
3994,0.799,0.697,2,0.189,0.232,0.0,0.278,0.408,150.027,198360,4,Cardi B,2019-02-22,Money Right,['money-right']
3995,0.817,0.681,10,0.226,0.298,0.0228,0.0922,0.578,136.964,232587,4,Cardi B,2019-02-22,Ask Flipz,['ask']
3996,0.803,0.63,10,0.254,0.192,6.31e-05,0.115,0.377,103.985,241413,4,Cardi B,2019-02-22,YRF,['']
3997,0.884,0.902,1,0.096,0.168,0.0,0.0478,0.765,110.009,163333,4,Cardi B,2019-02-22,Everybody,['everybody']
3998,0.772,0.812,1,0.134,0.0642,0.0,0.316,0.876,99.033,194960,4,Cardi B,2019-02-22,Uproar,['uproar']
3999,0.708,0.357,6,0.43,0.652,0.0,0.103,0.0782,176.184,209293,4,Cardi B,2019-02-22,10 Freaky Girls,['10-freaky-girls']
4000,0.736,0.515,1,0.163,0.384,4.31e-06,0.113,0.421,149.977,259834,4,Cardi B,2019-02-22,Father Of 4 (feat. Big Rube),['father-of-4-big']
4001,0.883,0.544,2,0.233,0.507,1.6e-06,0.08,0.114,129.993,276794,4,Cardi B,2019-02-22,How Did I Get Here (feat. J. Cole),['how-did-i-get-here']
4002,0.959,0.539,4,0.0958,0.172,0.0,0.108,0.657,103.0,204516,4,Cardi B,2019-02-22,Lick,['lick']
4003,0.88,0.335,1,0.297,0.226,0.0,0.107,0.213,140.061,182023,4,Cardi B,2019-02-22,Tats On My Face,['tats-on-my-face']
4004,0.922,0.673,5,0.15,0.459,0.0,0.12,0.702,133.998,214985,4,Cardi B,2019-02-22,Made Men,['made-men']
4005,0.902,0.621,9,0.199,0.0841,0.0,0.138,0.497,114.007,236300,4,Cardi B,2019-02-22,Wild Wild West (feat. Gunna),['wild-wild-west']
4006,0.67,0.391,4,0.0729,0.431,0.0,0.24,0.108,79.971,245759,4,Cardi B,2019-02-22,North Star (feat. CeeLo Green),['north-star']
4007,0.8,0.696,6,0.228,0.25,1.4e-06,0.0894,0.189,100.003,172881,4,Cardi B,2019-02-22,After Dark,['after-dark']
4008,0.884,0.485,10,0.0793,0.67,0.00063,0.325,0.149,125.006,200486,4,Cardi B,2019-02-22,Don't Lose Me,['lose-me']
4009,0.941,0.501,8,0.32,0.242,0.0,0.114,0.412,105.965,149885,4,Cardi B,2019-02-22,Underrated,['underrated']
4010,0.844,0.513,1,0.335,0.178,0.0,0.0845,0.344,128.085,244941,4,Cardi B,2019-02-22,Legacy (feat. Travis Scott & 21 Savage),['legacy-travis-scott-21']
4011,0.919,0.622,1,0.0997,0.228,4.24e-06,0.122,0.424,140.022,205803,4,Cardi B,2019-02-22,Clout (feat. Cardi B),['clout']
4012,0.872,0.472,9,0.205,0.243,2.22e-06,0.0902,0.255,130.985,229587,4,Cardi B,2019-02-22,On Fleek (feat. Quavo),['on']
4013,0.909,0.55,9,0.0728,0.0688,8.97e-05,0.11,0.189,130.036,194875,4,Cardi B,2019-02-22,Quarter Milli (feat. Gucci Mane),['quarter-milli-gucci']
4014,0.936,0.559,7,0.157,0.479,0.0,0.128,0.527,112.347,241440,4,Cardi B,2019-02-22,Red Room,['red-room']
4015,0.807,0.774,10,0.116,0.487,0.0,0.0892,0.279,100.005,172977,4,Cardi B,2019-02-22,Came A Long Way,['came-a-long-way']
4016,0.911,0.721,10,0.28,0.0364,0.0,0.111,0.69,104.11,297546,4,Cardi B,2019-02-18,"Thotiana (feat. Cardi B, YG) [Remix]",['']
4017,0.912,0.715,10,0.28,0.0335,0.0,0.11,0.647,104.026,297546,4,Cardi B,2019-02-18,"Thotiana (feat. Cardi B, YG) [Remix]",['']
4018,0.445,0.442,11,0.795,0.762,0.00802,0.369,0.254,82.729,112464,4,XXXTENTACION,2019-01-23,Corey's Intro,['intro']
4019,0.722,0.654,9,0.0279,0.65,0.00213,0.137,0.55,119.93,128000,4,XXXTENTACION,2019-01-23,Nothing,['nothing']
4020,0.68,0.313,3,0.0347,0.582,0.0,0.19,0.405,135.034,144724,4,XXXTENTACION,2019-01-23,Sauce!,['']
4021,0.843,0.56,6,0.284,0.293,6.72e-06,0.0984,0.477,130.032,225051,4,XXXTENTACION,2019-01-23,Gassed Up!,['gassed']
4022,0.856,0.393,8,0.457,0.0304,0.0,0.0959,0.119,161.984,177778,4,XXXTENTACION,2019-01-23,Plottin,['']
4023,0.772,0.638,11,0.347,0.0515,0.0,0.392,0.47,145.023,105956,4,XXXTENTACION,2019-01-23,Pick Your Poison,['pick-your-poison']
4024,0.823,0.429,0,0.185,0.185,0.000231,0.108,0.396,144.966,162207,4,XXXTENTACION,2019-01-23,Fall in Love with Death,['fall-in-love-with-death']
4025,0.751,0.719,3,0.0433,0.425,0.0,0.0721,0.859,142.153,182691,4,XXXTENTACION,2019-01-23,"Love Hard, Fall Fast",['love-fall-fast']
4026,0.64,0.134,0,0.0621,0.878,0.0,0.131,0.387,75.938,161053,4,XXXTENTACION,2019-01-23,Now or Never,['now-or-never']
4027,0.418,0.484,9,0.0294,0.736,1.35e-06,0.243,0.0562,109.723,123273,4,XXXTENTACION,2019-01-23,Cold Weather,['cold-weather']
4028,0.726,0.419,11,0.25,0.574,0.0,0.381,0.0644,129.786,187907,4,XXXTENTACION,2019-01-23,Touch Eem Body,['touch-body']
4029,0.826,0.732,7,0.341,0.13,0.0,0.183,0.648,144.032,217056,4,XXXTENTACION,2019-01-23,Jahseh on my Wrist,['on-my-wrist']
4030,0.885,0.408,8,0.116,0.581,1.23e-05,0.117,0.263,129.894,74344,4,XXXTENTACION,2019-01-23,He Diddy!,['he']
4031,0.821,0.624,10,0.532,0.285,0.0,0.355,0.771,163.919,144878,4,XXXTENTACION,2019-01-23,You Are Not M.O.,['you-are-not']
4032,0.936,0.514,2,0.271,0.747,0.0,0.11,0.812,129.997,192000,4,XXXTENTACION,2019-01-23,Make Eem Run!,['make']
4033,0.733,0.754,8,0.275,0.164,0.0,0.139,0.719,159.947,117000,4,XXXTENTACION,2019-01-23,PROUD PUPPY LOVER!,['proud-puppy']
4034,0.748,0.372,0,0.0417,0.00809,0.0,0.138,0.0769,130.052,184680,4,XXXTENTACION,2019-01-23,Woah (Freestyle),['']
4035,0.863,0.575,9,0.433,0.139,0.0,0.112,0.483,159.049,229440,4,XXXTENTACION,2019-01-23,MEMBERS ONLY!,['members']
4036,0.819,0.657,1,0.035,0.0426,0.0,0.125,0.208,130.913,144000,4,XXXTENTACION,2019-01-23,Radar,['radar']
4037,0.864,0.421,0,0.274,0.453,0.0,0.108,0.57,129.785,188556,4,XXXTENTACION,2019-01-23,Hi Wendy!,['hi']
4038,0.709,0.702,2,0.0714,0.0114,0.000323,0.387,0.613,123.622,166000,4,XXXTENTACION,2019-01-23,Over the Rainbow,['over-the-rainbow']
4039,0.522,0.553,0,0.043,0.384,0.0113,0.13,0.084,125.356,143622,4,XXXTENTACION,2019-01-23,Red Pills (Love in the Matrix),['red-pills-in-the']
4040,0.707,0.488,6,0.293,0.291,0.000298,0.126,0.43,139.89,226286,4,XXXTENTACION,2019-01-23,Empty,['empty']
4041,0.55,0.0389,10,0.0738,0.983,0.00491,0.111,0.0404,66.82,154539,3,XXXTENTACION,2019-01-23,Rebirth (2016),['rebirth']
4042,0.475,0.00543,7,0.0996,0.841,9.63e-05,0.113,0.568,135.578,31200,5,XXXTENTACION,2018-12-07,Introduction,['introduction']
4043,0.712,0.374,0,0.511,0.795,0.0,0.187,0.779,133.952,108035,4,XXXTENTACION,2018-12-07,Guardian angel,['guardian-angel']
4044,0.492,0.712,9,0.691,0.564,9.1e-05,0.357,0.23,137.453,164083,3,XXXTENTACION,2018-12-07,Train food,['train-food']
4045,0.735,0.525,6,0.0441,0.653,0.918,0.101,0.369,160.147,157777,4,XXXTENTACION,2018-12-07,whoa (mind in awe),['whoa-in']
4046,0.78,0.492,5,0.0671,0.0643,0.0313,0.174,0.374,143.983,94246,4,XXXTENTACION,2018-12-07,BAD!,['']
4047,0.557,0.338,5,0.0257,0.134,0.00184,0.14,0.689,140.935,85124,4,XXXTENTACION,2018-12-07,STARING AT THE SKY,['staring-at-the-sky']
4048,0.568,0.636,11,0.204,0.00671,0.0,0.105,0.879,113.497,197759,5,XXXTENTACION,2018-12-07,One Minute (feat. Kanye West & Travis Barker),['one-minute-west-travis']
4049,0.593,0.0668,11,0.0722,0.949,1.31e-05,0.194,0.19,102.456,76974,4,XXXTENTACION,2018-12-07,difference (interlude),['difference']
4050,0.797,0.293,5,0.08,0.591,0.0724,0.148,0.478,80.035,121630,4,XXXTENTACION,2018-12-07,I don’t let go,['i-let-go']
4051,0.639,0.312,0,0.0301,0.774,0.469,0.0857,0.347,103.369,150769,4,XXXTENTACION,2018-12-07,what are you so afraid of,['what-are-you-so-afraid-of']
4052,0.475,0.00543,7,0.0996,0.841,9.63e-05,0.113,0.568,135.578,31200,5,XXXTENTACION,2018-12-07,Introduction,['introduction']
4053,0.689,0.358,0,0.643,0.811,0.0,0.153,0.786,133.985,108035,4,XXXTENTACION,2018-12-07,Guardian angel,['guardian-angel']
4054,0.465,0.608,5,0.78,0.597,3.98e-05,0.373,0.245,95.1,164083,4,XXXTENTACION,2018-12-07,Train food,['train-food']
4055,0.735,0.525,6,0.0441,0.653,0.918,0.101,0.369,160.147,157777,4,XXXTENTACION,2018-12-07,whoa (mind in awe),['whoa-in']
4056,0.78,0.492,5,0.0671,0.0643,0.0313,0.174,0.374,143.983,94246,4,XXXTENTACION,2018-12-07,BAD!,['']
4057,0.557,0.338,5,0.0257,0.134,0.00184,0.14,0.689,140.935,85124,4,XXXTENTACION,2018-12-07,STARING AT THE SKY,['staring-at-the-sky']
4058,0.573,0.63,11,0.195,0.00716,0.0,0.0962,0.894,113.019,197759,5,XXXTENTACION,2018-12-07,One Minute (feat. Kanye West & Travis Barker),['one-minute-west-travis']
4059,0.593,0.0668,11,0.0722,0.949,1.31e-05,0.194,0.19,102.456,76974,4,XXXTENTACION,2018-12-07,difference (interlude),['difference']
4060,0.823,0.244,1,0.0942,0.551,0.0745,0.15,0.434,80.002,121630,4,XXXTENTACION,2018-12-07,I don’t let go,['i-let-go']
4061,0.639,0.312,0,0.0301,0.774,0.469,0.0857,0.347,103.369,150769,4,XXXTENTACION,2018-12-07,what are you so afraid of,['what-are-you-so-afraid-of']
4062,0.678,0.481,10,0.92,0.868,0.0,0.431,0.0684,88.828,117483,4,XXXTENTACION,2018-03-16,Introduction (instructions),['introduction']
4063,0.61,0.258,0,0.0331,0.883,0.0145,0.103,0.164,127.08,109986,4,XXXTENTACION,2018-03-16,"ALONE, PART 3",['part-3']
4064,0.921,0.537,9,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,4,XXXTENTACION,2018-03-16,Moonlight,['moonlight']
4065,0.74,0.613,8,0.145,0.258,0.00372,0.123,0.473,75.023,166606,4,XXXTENTACION,2018-03-16,SAD!,['']
4066,0.699,0.304,1,0.0993,0.779,0.000993,0.137,0.271,119.705,160184,4,XXXTENTACION,2018-03-16,the remedy for a broken heart (why am I so in love),['the-remedy-for-a-broken-heart-am-i-so-in']
4067,0.695,0.686,9,0.0478,0.000424,0.0023,0.365,0.354,105.219,93447,4,XXXTENTACION,2018-03-16,Floor 555,['floor-555']
4068,0.414,0.416,11,0.0251,0.1,0.179,0.131,0.196,159.91,186268,4,XXXTENTACION,2018-03-16,NUMB,['numb']
4069,0.562,0.579,10,0.484,0.274,0.0,0.102,0.577,84.143,176591,4,XXXTENTACION,2018-03-16,infinity (888) - feat. Joey Bada$$,['infinity-joey']
4070,0.873,0.663,1,0.15,0.0216,0.000356,0.0867,0.525,135.499,115194,4,XXXTENTACION,2018-03-16,going down!,['going']
4071,0.671,0.628,4,0.0273,0.536,0.151,0.12,0.595,135.005,101517,4,XXXTENTACION,2018-03-16,Pain = BESTFRIEND - feat. Travis Barker,['pain-travis-barker']
4072,0.774,0.507,1,0.065,0.0636,0.0,0.138,0.508,140.067,130403,4,XXXTENTACION,2018-03-16,$$$ - with Matt Ox,['with-matt-ox']
4073,0.746,0.338,11,0.109,0.674,0.000375,0.529,0.469,120.053,48423,4,XXXTENTACION,2018-03-16,love yourself (interlude),['love-yourself']
4074,0.819,0.513,6,0.433,0.153,0.0,0.138,0.607,140.032,109556,4,XXXTENTACION,2018-03-16,SMASH! - feat. PnB Rock,['rock']
4075,0.767,0.561,2,0.0509,0.118,0.0,0.0737,0.542,90.021,192229,4,XXXTENTACION,2018-03-16,"I don’t even speak spanish lol - feat. Rio Santana, Judah, Carlos Andrez",['i-even-speak-rio-carlos']
4076,0.669,0.308,11,0.029,0.883,0.0,0.0984,0.52,64.934,121887,4,XXXTENTACION,2018-03-16,changes,['changes']
4077,0.592,0.457,9,0.0603,0.661,0.000331,0.146,0.225,146.04,110886,4,XXXTENTACION,2018-03-16,Hope,['hope']
4078,0.606,0.349,2,0.198,0.0762,0.0711,0.1,0.239,180.055,80190,4,XXXTENTACION,2018-03-16,schizophrenia,['schizophrenia']
4079,0.356,0.143,9,0.0388,0.976,1.89e-05,0.111,0.334,75.522,99658,4,XXXTENTACION,2018-03-16,before I close my eyes,['before-i-close-my-eyes']
4080,0.597,0.113,0,0.954,0.461,0.000393,0.148,0.313,81.311,50748,5,XXXTENTACION,2017-08-25,The Explanation,['the-explanation']
4081,0.872,0.391,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,4,XXXTENTACION,2017-08-25,Jocelyn Flores,['jocelyn-flores']
4082,0.769,0.156,11,0.035,0.585,0.015,0.102,0.527,105.95,144733,4,XXXTENTACION,2017-08-25,Depression & Obsession,['depression-obsession']
4083,0.734,0.57,7,0.133,0.847,2.14e-05,0.112,0.689,129.953,95467,4,XXXTENTACION,2017-08-25,Everybody Dies In Their Nightmares,['everybody-dies-in-their-nightmares']
4084,0.746,0.251,11,0.259,0.782,0.00203,0.106,0.18,139.999,120027,4,XXXTENTACION,2017-08-25,Revenge,['revenge']
4085,0.731,0.204,9,0.0369,0.307,0.0109,0.0989,0.191,142.141,163202,4,XXXTENTACION,2017-08-25,Save Me,['save-me']
4086,0.461,0.0279,0,0.0412,0.973,0.00226,0.169,0.354,88.388,86827,4,XXXTENTACION,2017-08-25,Dead Inside (Interlude),['dead-inside']
4087,0.797,0.533,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,146520,4,XXXTENTACION,2017-08-25,Fuck Love (feat. Trippie Redd),['fuck-love']
4088,0.735,0.197,3,0.537,0.768,0.000276,0.296,0.383,147.899,129720,4,XXXTENTACION,2017-08-25,Carry On,['carry-on']
4089,0.57,0.0279,1,0.0588,0.859,0.0892,0.254,0.28,84.902,163840,4,XXXTENTACION,2017-08-25,Orlando,['orlando']
4090,0.57,0.285,9,0.0381,0.737,0.0133,0.108,0.0973,83.485,99707,4,XXXTENTACION,2017-08-25,Ayala (Outro),['ayala']
4091,0.705,0.289,9,0.0384,0.886,0.00468,0.112,0.761,119.985,176067,4,XXXTENTACION,2017-07-14,Find Me (Intro),['find-me']
4092,0.834,0.374,1,0.333,0.123,0.0,0.134,0.545,140.001,203494,4,XXXTENTACION,2017-07-14,Off the Wall!,['off-the']
4093,0.862,0.6,7,0.151,0.16,0.0,0.102,0.433,119.072,164521,4,XXXTENTACION,2017-07-14,What in XXXTarnation,['what-in']
4094,0.81,0.585,9,0.288,0.248,0.0115,0.0959,0.281,139.968,137107,4,XXXTENTACION,2017-07-14,Wassup Bro!,['']
4095,0.717,0.608,0,0.31,0.394,0.0,0.351,0.827,139.783,139254,4,XXXTENTACION,2017-07-14,H2O,['']
4096,0.886,0.2,7,0.639,0.0228,0.0,0.0947,0.126,114.973,183721,4,XXXTENTACION,2017-07-14,Butthole Girl!,['']
4097,0.7,0.451,8,0.211,0.171,0.000452,0.377,0.127,110.964,89254,4,XXXTENTACION,2017-07-14,Static Shock,['static-shock']
4098,0.754,0.649,11,0.147,0.0197,3.6e-05,0.129,0.211,119.949,109521,4,XXXTENTACION,2017-07-14,Came2Kill,['']
4099,0.723,0.328,1,0.477,0.0642,0.0,0.123,0.382,124.087,77601,4,XXXTENTACION,2017-07-14,Boost!,['']
4100,0.869,0.274,8,0.135,0.531,0.00209,0.0931,0.16,106.971,85241,4,XXXTENTACION,2017-07-14,Chokehold,['']
4101,0.914,0.515,1,0.356,0.0031,0.0,0.105,0.215,150.016,162214,4,XXXTENTACION,2017-07-14,4Peat,['']
4102,0.753,0.308,1,0.0909,0.151,0.00864,0.115,0.0602,121.105,109187,4,XXXTENTACION,2017-07-14,Maxipads for Everyone,['for-everyone']
4103,0.526,0.526,4,0.335,0.489,0.0,0.175,0.246,84.228,209107,4,XXXTENTACION,2017-07-14,Slipknot,['slipknot']
4104,0.793,0.312,3,0.0602,0.325,0.00324,0.111,0.525,84.97,180707,4,XXXTENTACION,2017-07-14,777,['777']
4105,0.416,0.396,4,0.17,0.0267,0.000122,0.104,0.483,179.336,236267,4,XXXTENTACION,2017-07-14,Supra,['supra']
4106,0.778,0.336,3,0.229,0.356,1.67e-05,0.174,0.577,140.163,139361,4,XXXTENTACION,2017-07-14,God Damn,['god-damn']
4107,0.947,0.491,7,0.486,0.0175,0.0,0.129,0.302,131.96,190921,4,XXXTENTACION,2017-07-14,Vulture,['vulture']
4108,0.556,0.64,11,0.445,0.552,0.0,0.215,0.703,88.399,118361,5,XXXTENTACION,2017-07-14,Curse,['curse']
4109,0.877,0.803,9,0.337,0.138,9.19e-06,0.558,0.675,129.965,158067,4,XXXTENTACION,2017-07-14,Members Only Shit,['members-only-shit']
4110,0.843,0.438,7,0.423,0.34,0.0,0.0595,0.41,142.044,210361,4,XXXTENTACION,2017-07-14,On That Bitch,['on-that-bitch']
